CASE_TK,VERSION,DATE_FROM,DATE_TO,CASE_ID,CASE_NAME,CASE_DESCRIPTION,CASE_DELETED,CASE_NUMBER,CASE_TYPE,CASE_STATUS,CASE_PRIORITY,CASE_RESOLUTION,CASE_STATE
6402,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F0EE3628-5C38-E9D7-A104-B303862358A0,Chester Adams,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6403,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,77F1B984-37A1-AC0E-F96C-D1E92EA0123B,Gage Craig,Not Set,No,1,Product,Assigned,P2,Not Set,Open
6404,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AB50A1BC-4470-AF8D-253B-ECFBD6766FB8,Colby Fuller,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
6405,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,859BCE4F-BE22-F030-8C1F-4BAB13DE8BEC,Ray Briggs,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6406,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F594E8E3-3F9B-7937-6623-92BC4FF54170,Merritt Clayton,Not Set,No,1,Product,Rejected,P1,Not Set,Closed
6407,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5AFB54AD-8D8B-728B-5AE6-CF73D6A278AF,Dylan Combs,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6408,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,38DB9365-5333-AEA0-1FDC-2462ED240B3B,Brett Davidson,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
6409,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,436CAC02-6CA4-EC61-25D1-2AB52A4804B0,Drake Alexander,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6410,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,08727778-F437-F058-91BE-50CEC3DF0083,Eaton Craft,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6411,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9EF326E1-32C7-9288-F686-099A82831D10,Wylie Hansen,Not Set,No,1,Product,Rejected,P1,Not Set,Closed
6412,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BA5823E0-32DA-F9DC-CD82-5D1288CAF36C,Driscoll Rogers,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
6413,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1A77FC6D-D9EA-AB00-3423-7A095D1625D1,Hasad Terrell,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6414,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1F2AFB02-6807-B015-5F96-436DDA33F4F7,Quinlan Rowland,Not Set,No,1,Product,New,P3,Not Set,Open
6415,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B0DAA21F-001E-5DAF-623E-6517AE9EDDA0,Malcolm Ramsey,Not Set,No,1,Product,Closed,P1,Not Set,Closed
6416,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3C980998-70E0-F7D5-1C9E-6344D07B8B9F,Cole Castillo,Not Set,No,1,Administration,Assigned,P3,Not Set,Open
6417,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,71AEC4AB-B403-91F0-BC41-FE7AA1B53462,Emerson Ray,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6418,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,77593CBD-2F2C-8C97-4BFE-49FB77529500,Wallace Vance,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6419,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DEB54EB6-15FF-F7DC-0D8D-9F595B056CD6,Nissim Wright,Not Set,No,1,Product,New,P2,Not Set,Open
6420,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1AFB051C-2FBF-2CDA-EEA4-02B59A558563,Preston Madden,Not Set,No,1,Product,Closed,P3,Not Set,Closed
6421,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D5232840-17E2-3B51-DA60-6CEF5B0E68FB,John Guerrero,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6422,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BDA35EAB-B292-395A-796C-D0803E4EDFA8,Clayton Newton,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6423,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D4DC4B70-6C9E-FA65-21BD-A99338EF8385,Henry Griffin,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6424,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8E613F03-7FB2-F68C-7B1E-43BFD96FD5AA,Armando Peterson,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
6425,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,69BE600C-C6CB-A00D-7D72-CAD7B3C9659E,August Baird,Not Set,No,1,Product,New,P1,Not Set,Open
6426,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3027A25C-8AD7-30D4-2B41-1677D2194F8F,Chaney Blake,Not Set,No,1,Product,New,P3,Not Set,Open
6427,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,39D50A59-9D96-274B-960E-3EED34E5AC67,Randall Potter,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6428,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5C1ECD3D-D275-EC03-1C4A-56EAC0187988,Moses Rutledge,Not Set,No,1,Product,New,P2,Not Set,Open
6429,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A5FE8600-7F4F-66EF-1207-63E65D0DDD23,Marvin Odonnell,Not Set,No,1,Product,Closed,P3,Not Set,Closed
6430,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,432CDEE3-9A30-2318-AC12-0D5D9F3A4EA1,Emmanuel Rivers,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6431,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0A34D05B-A2CB-4BBE-25D3-98DF22D229B5,Jerry Charles,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
6432,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5432B266-71DA-9897-B732-CF9A614CBD36,Dale Stevenson,Not Set,No,1,Product,Assigned,P1,Not Set,Open
6433,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7C6A3BD7-7977-8610-3A34-92B95D19209A,Fletcher Bolton,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
6434,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,08D0F3AC-1347-E883-B10F-087A7B7764F3,Neville Meadows,Not Set,No,1,Administration,Pending Input,P1,Not Set,Open
6435,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BC9DE704-2A29-3BF3-BB85-6A1A4414AFFA,Melvin Farmer,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6436,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,54F7B721-2AC6-71A7-79AA-8A14A2DA5697,Isaac Mcgowan,Not Set,No,1,Administration,New,P2,Not Set,Open
6437,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CC3400BC-6DEA-5FE0-1A9C-2190C86BCEF3,Valentine Sanders,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6438,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9B622E3B-987E-7FDA-77FA-476ECAF8EAB0,Ulric Fowler,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
6439,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,99455458-AFF3-3C3C-74D6-0210D416B423,Alvin Price,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6440,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5F28A1FB-A8C5-8D4D-D0F1-63844DB49323,Ulric Buck,Not Set,No,1,Administration,New,P2,Not Set,Open
6441,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,96E1AB6C-F1EE-D71F-F0FE-76CC722E4603,Lawrence Hall,Not Set,No,1,Administration,Rejected,P1,Not Set,Closed
6442,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4A14E25C-9E43-017D-7056-0EDD83FD9EF9,Fuller Workman,Not Set,No,1,Product,New,P2,Not Set,Open
6443,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,53712F47-3C24-C340-CD78-CAE7EFF3A373,Garrett Vance,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6444,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,512BBBEA-C4D3-4E59-6FD0-7510F284CA81,Michael Potts,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6445,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8FE93DF8-6AFB-D1E9-3A1C-69DC6ADE7F95,Norman Parrish,Not Set,No,1,Administration,Rejected,P1,Not Set,Closed
6446,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4E9E4EBA-E48E-2169-60B9-3ABA0E091FB1,Colby Cole,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6447,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AC9C07E0-A95A-A83A-0C0A-790116AE30F1,Len Solis,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
6448,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0CAE0E27-D434-A3C1-26CB-56ADC7241930,Kamal Rojas,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6449,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9CA7A247-EA6F-9718-733B-FCCCC32B5A66,Vernon Carlson,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6450,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,34488B1A-9F06-65F3-B605-F1DDF8873361,Kasimir Holder,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6451,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8E75EF24-0B61-AF15-2BE8-5F348714FB79,Arthur Guerra,Not Set,No,1,Product,Assigned,P3,Not Set,Open
6452,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9C6A1A2B-D6DA-E981-1509-62803D4AB16E,Oscar Cooper,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6453,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,92877083-E11C-C674-7D9B-3A2345CFDAAE,Blaze Myers,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6454,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,201BC2AB-B7EC-F049-8023-4454AE4F4673,Abbot James,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
6455,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A1F36FE0-CC5B-3086-661F-AE17E466FA78,Xavier Mejia,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
6456,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1E939C28-45AA-994D-1D60-CDDE72711409,Castor Bush,Not Set,No,1,Administration,New,P2,Not Set,Open
6457,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,72DFC6CC-5CA9-670A-F548-013732DB749C,Dale Lowery,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6458,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0E485EAF-1676-31B6-8815-2B0021DEC6F4,Channing Weber,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6459,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,019BB921-730E-F739-8555-C43FA8FEE475,Garrison Stevenson,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6460,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,063087AB-DDA2-1998-438D-B5EB086A526A,Carter Britt,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6461,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,14AFD2B2-2E2D-366B-41D5-B942544D01C1,Gabriel Hunt,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6462,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BE7691C1-4C4B-4C7A-76A6-780B842602CC,Walker Talley,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6463,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1F31BDEB-E3CE-5445-F8DC-BEF00731D445,Hasad Mcfadden,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6464,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,51EFAABB-9CA0-140E-8024-B9EF54BC41D9,Emery Mcclain,Not Set,No,1,Administration,Closed,P3,Not Set,Closed
6465,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,95F82A7F-5873-EBD1-08DE-0DD69083AA67,Raphael Gomez,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
6466,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C7BDD619-FBB2-B384-5280-50DF5930ED45,Elton Holman,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6467,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C668984A-BE9E-2168-DF86-2038F0195809,Simon Fox,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6468,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BCF712CB-803D-F18B-487B-EE5E7DD177A1,Sawyer Hall,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
6469,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DB2908EC-933C-09C2-2880-246263EF5747,Jacob Good,Not Set,No,1,Product,Assigned,P3,Not Set,Open
6470,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C481AA75-5952-38D5-732A-A85F51C05767,Kareem Moore,Not Set,No,1,Product,Assigned,P2,Not Set,Open
6471,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,189E8E94-FA8E-FEA5-0012-2043A0625A4F,Callum Cherry,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6472,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D1C0F55B-FD4A-4E17-69D1-C4E5FD43E2AA,Drew Carpenter,Not Set,No,1,Administration,Closed,P3,Not Set,Closed
6473,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,50F50404-7D84-DFAF-73D5-1588FB56D201,Dalton Nixon,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
6474,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,345D9A21-BC37-B75E-F60D-88CF797A3D0F,Wylie Duncan,Not Set,No,1,Administration,New,P1,Not Set,Open
6475,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AA1011A5-C127-7A3B-0F25-419072D8E210,Axel Farmer,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6476,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B2404B5F-9869-0256-94C6-0D6744F21E70,Quamar Reynolds,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6477,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,327D1EA4-3D25-EBF4-9E09-CB0EBC18D6C6,Adrian Griffin,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
6478,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6DA3CA54-3B21-83A9-6A43-82BB9F09686C,Stone Adams,Not Set,No,1,Product,Assigned,P2,Not Set,Open
6479,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B8263A8A-1846-93C4-E841-D4F27E6269FE,Merrill Joseph,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6480,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,82E26A76-7F61-69F3-3DBB-3A89CBD8870D,Barry Humphrey,Not Set,No,1,Product,Assigned,P2,Not Set,Open
6481,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FC88D697-9D60-DC83-F7CD-4C55259FAE39,Theodore Harris,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6482,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,74D2E9E5-C32A-ABD9-89DA-B1EBF1765658,Caldwell Eaton,Not Set,No,1,Administration,New,P2,Not Set,Open
6483,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F70CBA04-BFCC-07E0-9FFF-D88118113EAB,Abdul Jones,Not Set,No,1,Product,Closed,P1,Not Set,Closed
6484,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,646E6A01-44F9-B39E-384B-B407A226A736,Demetrius Payne,Not Set,No,1,Administration,Pending Input,P1,Not Set,Open
6485,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CD2D21FF-B7FB-BEE7-6020-9DD045867E65,Otto Burris,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6486,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F8BE8166-F803-0E02-000B-AFD270D7CC4A,Carlos Strong,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6487,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D1ABB791-E453-01E2-0737-11B214C6DE5F,Dylan Compton,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6488,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,51D80895-86F9-C271-51C2-F8137008E150,Fritz Barrett,Not Set,No,1,Product,Assigned,P1,Not Set,Open
6489,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E28D191F-E072-C148-F6CB-DE84DD44AA60,Alvin Tate,Not Set,No,1,Product,New,P1,Not Set,Open
6490,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,41E8AE6C-D826-67B6-7D76-ED2B152F32D4,Elijah Bennett,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
6491,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3E0EC4AD-7C96-A0B9-5177-A55B1BF58B6C,Ignatius Solis,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
6492,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7E6D8DE4-6AF5-1C04-90B3-646E35B43787,Judah Schroeder,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
6493,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AA97F86E-2DA8-F115-6F8C-2E2BFE84A8F2,Seth Whitney,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
6494,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F532A80C-ACFA-1018-B876-CF3C96FE73F6,Jasper Hubbard,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6495,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0557E9C1-781B-5E7E-3923-C45AB57C60F9,Macon Guzman,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6496,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1EB73CEA-0738-0C63-53CC-23F9AEFFCEF0,Acton Kaufman,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
6497,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,77113BD2-CF44-F82E-C767-6F96E7A2A392,Wesley Baxter,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6498,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C78DA499-72BA-38F2-40B1-41BE33C7BB36,Brian Walls,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6499,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5D8100CD-B3EE-4E59-2C1A-3B6730B0D1FD,Elijah Fuller,Not Set,No,1,Product,Assigned,P3,Not Set,Open
6500,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C77709EB-CEA4-5D54-ABA3-9B9576FC3D44,Reese Salinas,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6501,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E08B1A71-67E2-AF2B-DB25-607D01EA29AC,Isaac Salinas,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
6502,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,434C7C7F-AC49-866C-270A-FC7FBFE252C4,Hilel Gregory,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6503,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0AF36710-4B91-B6F2-EDAF-7F5FA802085B,Axel Dale,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6504,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3D752A2C-2A66-2AEA-C306-C43E257EAF86,Caldwell Glenn,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6505,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CA6449A8-BB75-68BA-1B98-AAAD553B5BE1,Merritt Ruiz,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6506,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2872972E-E4C8-15CB-8FEF-5286F373A480,Buckminster Jacobson,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6507,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,395D82A4-06D8-629B-56A4-4F31CA54B81C,Jasper Abbott,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6508,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B66C8646-7D57-19F5-8880-18BEFC4CD86E,Axel Burgess,Not Set,No,1,Product,New,P2,Not Set,Open
6509,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3B10CA48-25B7-71D3-AEFC-3370C184485C,Carlos Foreman,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
6510,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,EB7CED3C-65BD-5099-0E70-95F96D5F531A,Dustin Velez,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6511,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8F9A8325-13CC-52CD-C57C-D3BABADB6350,Murphy Ball,Not Set,No,1,Product,Rejected,P1,Not Set,Closed
6512,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D64DF8F5-20E5-7C26-F7A8-BA35B8DCC5EC,Wyatt Moss,Not Set,No,1,Product,Closed,P1,Not Set,Closed
6513,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1232E7A8-9BAE-D163-3FE4-10FBF1C39A77,Hayes Richards,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
6514,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5AD51508-B894-6396-82A7-1F7F0F471748,Tad Mckay,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6515,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,05445216-6A30-4495-584D-5AB276888037,Stone Hickman,Not Set,No,1,Product,New,P3,Not Set,Open
6516,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,95D0A6FC-6DDB-C8B7-36E4-99D5FD49F41F,Nasim Hutchinson,Not Set,No,1,Product,Closed,P1,Not Set,Closed
6517,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A83285E7-3B08-0B48-8EF3-47B67497ED8C,Griffin Curtis,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6518,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,55D1366A-AC01-BB5F-6046-13BD7BE1C624,Alec Garcia,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6519,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CB3E3207-EA51-FB55-1FE0-90E558E016A1,Orson Stanley,Not Set,No,1,Product,New,P2,Not Set,Open
6520,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A831595A-1DFF-F407-0BEF-3732B362D821,Gage Lindsay,Not Set,No,1,Administration,Assigned,P3,Not Set,Open
6521,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6357868E-CEC0-2786-8D18-47A27066E39B,Eric Watkins,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6522,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D3FF3A04-305F-8B42-5B07-14006BA43BBD,Perry Avery,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
6523,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,91BE9EE0-3E2B-518C-CC9E-3A71E5B90F08,Keaton Hayes,Not Set,No,1,Product,Closed,P3,Not Set,Closed
6524,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1F42F4BC-6255-BEFF-FA03-86F4DD4C6878,Zachary Hatfield,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
6525,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0CDF9452-0B72-A85D-3E02-A814CDB844C1,Eric Hall,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
6526,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,390E3FCA-E086-0313-5E7F-5FA60E65DD4E,Elton Case,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6527,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D8B53C24-5E93-B360-97E3-17A2032D26DC,Chaney Weiss,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
6528,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,388178AA-43F4-5BF9-FABF-3411B7B35A96,Nasim Thomas,Not Set,No,1,Product,Closed,P3,Not Set,Closed
6529,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7F03ACE7-B770-F63B-5E95-EE8C538AB6D9,Elton Chase,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6530,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0E56F94B-89A4-092B-2A50-4F54F1D36BC1,Lawrence Casey,Not Set,No,1,Product,New,P1,Not Set,Open
6531,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6217794B-23C7-BF67-840E-11E1C6708452,Stephen Myers,Not Set,No,1,Product,Assigned,P1,Not Set,Open
6532,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,66E4FF2D-CC16-F448-2D5C-5E691B92FE40,Raja English,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
6533,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7CC4C0E5-9A71-C7B4-131B-0279E15486CC,Daquan Woodard,Not Set,No,1,Product,Closed,P2,Not Set,Closed
6534,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8E810733-3BBF-1994-0125-22B828CE01B9,Anthony Holt,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
