LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Ms.,Partner,Recycled,,,Tate Harmon,X46 0FQ,"P.O. Box 318, 4173 Urna St.",406
Mr.,Conference,Dead,,,Ishmael Holden,A65 6IB,951-244 Egestas. Ave,310
Mrs.,Email,New,,,Fay Gay,IP0A 6SH,538-8878 Fusce St.,252
Mr.,Campaign,Assigned,,,Thane Peck,X59 4QV,Ap #372-4518 Nonummy St.,530
Mr.,Conference,New,,,Melissa Jensen,LX6 7BF,"P.O. Box 396, 4022 Commodo St.",510
Mr.,Web Site,New,,,Erich Robles,T5Q 3EW,220-9734 Urna. Rd.,92
Mr.,Partner,Dead,,,Aurora Farrell,I3 6BT,"P.O. Box 827, 3836 Pharetra. St.",400
Mr.,Direct Mail,In Process,,,Hanae Klein,FO5J 3RZ,"P.O. Box 432, 7525 Quisque Av.",497
Mrs.,Email,Recycled,,,Brady Shepherd,O6 0GR,"P.O. Box 946, 5776 Augue, Ave",408
Mr.,Campaign,Dead,,,Ivy Myers,F7W 9JV,"P.O. Box 109, 4565 Donec Av.",57
Ms.,Self Generated,Dead,,,Avram Ruiz,RR9 0YM,694 Tellus Rd.,523
Mr.,Existing Customer,In Process,,,Emerson Zimmerman,H7 2HP,7339 Molestie Rd.,136
Mr.,Employee,Recycled,,,Kenneth Ferguson,MP78 2CC,Ap #643-6601 Fringilla Road,68
Ms.,Employee,Dead,,,Kaitlin Santiago,S48 5RH,729-7167 Phasellus Road,274
Mr.,Public Relations,Dead,,,Austin Long,ET6 3SM,4341 Neque Rd.,320
Ms.,Email,New,,,Mary Martinez,M74 2QK,"P.O. Box 195, 968 Posuere Avenue",271
Mrs.,Self Generated,Dead,,,Gwendolyn Powell,B7 9DO,"P.O. Box 792, 9017 Nulla Ave",502
Mrs.,Trade Show,Assigned,,,Shelly Larson,LY9K 1JB,4745 Elit. Rd.,51
Mr.,Web Site,Converted,,,Hector Spence,W2 5FG,5965 Vel Av.,258
Ms.,Employee,Assigned,,,Deborah Booth,N6 9SI,Ap #593-4469 Lectus Rd.,49
Mr.,Public Relations,Converted,,,Fallon Holman,DQ5 5JA,637-7279 Ac Street,262
Mr.,Self Generated,Converted,,,Ina Harrell,N10 6OO,"P.O. Box 905, 7779 Risus Ave",88
Ms.,Campaign,Assigned,,,Renee Trujillo,I0 9BM,Ap #192-8464 Faucibus Road,329
Mr.,Campaign,Assigned,,,Galvin Mckee,Q3D 0DS,"P.O. Box 245, 9423 Facilisis, St.",255
Ms.,Employee,Recycled,,,Conan Deleon,J9X 1AY,9322 Donec Street,441
Mr.,Trade Show,Dead,,,Timon Sullivan,SN7 5LJ,"758-920 Dui, Rd.",477
Mr.,Campaign,Dead,,,Paloma Glenn,U7P 2FO,Ap #653-1405 Pellentesque Av.,406
Mr.,Employee,Recycled,,,Kyra Strickland,UZ00 5DQ,Ap #449-874 Sed Ave,120
Mrs.,Conference,New,,,Illiana Singleton,LC1 5UT,2903 Fringilla Rd.,422
Ms.,Cold Call,In Process,,,Nevada Phelps,D8 0AN,"P.O. Box 878, 9674 Ac Street",245
Mrs.,Direct Mail,In Process,,,Acton Hunter,J83 4DU,Ap #431-1914 Ut Rd.,511
Ms.,Public Relations,Recycled,,,Warren Luna,Z5 9FU,"P.O. Box 954, 4748 Molestie. Rd.",278
Mr.,Self Generated,In Process,,,Caryn Boyd,TB1O 9HV,4786 Amet Ave,7
Mrs.,Trade Show,In Process,,,Ann Chan,TE3 1MD,6758 Tellus Rd.,37
Mr.,Web Site,Assigned,,,Ariel Maxwell,B95 4DD,"7942 Ut, Street",256
Ms.,Direct Mail,In Process,,,Darius Barton,P94 3WF,"P.O. Box 119, 4469 Augue. Road",104
Mr.,Web Site,Converted,,,Hayley William,OH5Y 1HD,"Ap #958-7182 Est, St.",431
Mr.,Word of mouth,Assigned,,,Lisandra Cervantes,VC4I 7KZ,Ap #744-6683 Sed St.,72
Mr.,Trade Show,Recycled,,,Stuart Mills,D8K 8ZO,"P.O. Box 496, 2762 Faucibus Av.",193
Ms.,Campaign,Assigned,,,Graiden Oneal,R6V 6OK,203-7587 Ornare St.,357
Ms.,Other,In Process,,,Thor Atkinson,P2 4CN,3823 Sed St.,289
Mrs.,Employee,Dead,,,Lance Mcknight,HI62 2CA,Ap #668-4082 Sit Av.,296
Mr.,Public Relations,Assigned,,,Gisela Moss,FV3 4WH,Ap #284-6834 Pede Ave,376
Ms.,Word of mouth,Recycled,,,Deborah Lara,YK8 7RQ,588-9334 Cubilia Street,393
Mrs.,Partner,New,,,Hyacinth Leon,II5 1MC,343-596 Est Street,148
Ms.,Cold Call,Recycled,,,Maite Craft,XI90 0HZ,172-7275 Netus Avenue,490
Mrs.,Campaign,Recycled,,,Sydnee Johns,M5O 3OG,"P.O. Box 343, 1863 Non, Rd.",170
Ms.,Web Site,New,,,Quentin Morales,QX3T 1JQ,Ap #141-164 Egestas St.,39
Ms.,Employee,Converted,,,Keelie Gray,K5I 1VA,636-9358 In Ave,62
Ms.,Web Site,In Process,,,Stella Shelton,LZ0F 3IB,575-8218 Cursus Ave,28
Mr.,Word of mouth,New,,,Dorothy Holt,YC2 1CU,"Ap #248-1958 Id, Ave",295
Ms.,Employee,In Process,,,Jared Stein,G9 5XD,"P.O. Box 457, 3576 Ultrices Street",124
Ms.,Existing Customer,Converted,,,Charde Craft,D9 5CQ,"P.O. Box 691, 9169 Nec Road",271
Ms.,Campaign,Assigned,,,Daryl Mendoza,RC1 4XM,546-2009 Donec Rd.,6
Mrs.,Trade Show,New,,,Leandra Madden,MI3N 1IR,"P.O. Box 496, 7585 Ornare Avenue",429
Mr.,Conference,Recycled,,,Charissa Emerson,KJ03 6ZH,"P.O. Box 782, 679 Aliquet Avenue",248
Ms.,Direct Mail,Dead,,,Hyatt Farrell,H0U 6OG,4554 Nam Rd.,276
Mrs.,Self Generated,Assigned,,,Bradley Conner,FU5 0VV,936-4499 Tincidunt Street,157
Ms.,Trade Show,Assigned,,,Zia Frank,HF67 2QJ,Ap #915-9112 Egestas Street,458
Mr.,Other,Assigned,,,Silas Jackson,CU39 7PR,763-8068 Sit St.,139
Ms.,Direct Mail,Recycled,,,Ezra Larson,HG91 1LE,2349 Iaculis St.,1
Mr.,Existing Customer,Dead,,,Xantha Marks,HS9 8VO,"P.O. Box 876, 1755 Erat Av.",492
Mr.,Employee,New,,,Julie Stewart,O5 9SC,"P.O. Box 195, 3253 Enim. Street",173
Mrs.,Other,Recycled,,,Ciaran Dennis,H5H 8UC,2959 Aenean Road,82
Mrs.,Conference,Recycled,,,Benjamin Coleman,EV0X 9KC,Ap #265-1527 Magna Road,162
Mr.,Self Generated,Assigned,,,Brody Grant,FK41 5YL,4627 Facilisis Street,392
Ms.,Word of mouth,In Process,,,Alma Stanton,YU2 4TY,"P.O. Box 105, 160 Egestas. Rd.",229
Mr.,Campaign,New,,,Oliver Baker,K5Y 1EE,"4635 Ultrices, Road",232
Mrs.,Partner,Recycled,,,Ali Noel,IG0 6RO,336-3929 Ipsum Road,321
Ms.,Other,Dead,,,Noelani Acosta,X5I 7CK,Ap #441-6036 Aliquam Rd.,409
Ms.,Self Generated,In Process,,,Eagan Strickland,ES0 4AG,"184-3377 Placerat, St.",437
Mrs.,Partner,Assigned,,,Kennan Frank,Z8T 0AO,8230 Nullam Ave,131
Ms.,Employee,Dead,,,Catherine Herring,WQ07 9LI,5035 Quis St.,207
Ms.,Existing Customer,Converted,,,Brett Gonzalez,ZG10 0CQ,898-5625 Netus Avenue,84
Mrs.,Direct Mail,Dead,,,Conan English,ZB8 3SD,879-3844 Aliquet Ave,194
Ms.,Campaign,Assigned,,,Barrett Riddle,UC2 1DD,"P.O. Box 354, 517 Gravida Road",361
Mr.,Web Site,Dead,,,Cyrus Schroeder,H3 1AY,"Ap #509-8831 Eu, St.",267
Ms.,Campaign,Converted,,,Merritt Dalton,XT4F 6NK,489-4253 Mauris Rd.,227
Ms.,Public Relations,Dead,,,Flavia Ingram,OT78 0ZS,758-1164 Donec Rd.,13
Mr.,Campaign,Dead,,,Delilah Patel,WV61 6LW,Ap #248-6062 Gravida St.,444
Ms.,Other,Converted,,,Rigel Saunders,ZG1S 1JM,179-1032 Eu Ave,254
Mr.,Campaign,New,,,Sebastian Park,S73 4AO,649-9186 At Rd.,530
Mr.,Web Site,Recycled,,,Delilah Ochoa,MZ93 0CU,Ap #332-1973 Arcu Rd.,513
Mr.,Direct Mail,Recycled,,,Dennis Hendricks,W8G 3PR,"P.O. Box 829, 8164 Egestas Av.",471
Mr.,Partner,Assigned,,,Hadassah Mathews,BC4 5YW,4787 Semper St.,61
Mrs.,Trade Show,Dead,,,Rafael Dean,LX26 3VZ,"P.O. Box 270, 6497 Donec Avenue",382
Mrs.,Campaign,Dead,,,Melyssa Larsen,N5X 1VZ,814-7553 Nulla St.,164
Mr.,Trade Show,In Process,,,Mari Schultz,KL7 6XR,"P.O. Box 710, 1814 Magnis Avenue",47
Mr.,Self Generated,In Process,,,Gregory Avila,WT4 0WS,Ap #799-8289 Est Avenue,53
Mr.,Partner,In Process,,,Ruby Mullins,YH94 1AY,"P.O. Box 934, 383 Tincidunt. Road",210
Ms.,Email,Converted,,,Hop Calhoun,KG7 9SE,440 Arcu. St.,468
Ms.,Direct Mail,In Process,,,Allistair Guerra,GV9 9NL,4830 Sem Av.,50
Mr.,Campaign,In Process,,,Clinton Vazquez,TM2 0LX,"P.O. Box 199, 6273 Id Ave",182
Ms.,Web Site,Recycled,,,Lael Wolf,ZM68 9RU,Ap #870-1399 Dignissim Rd.,105
Mr.,Cold Call,Assigned,,,Leo Roberts,ZA95 5US,"P.O. Box 758, 7818 Nibh Av.",518
Mrs.,Trade Show,In Process,,,Remedios Mcdaniel,A96 7KJ,"P.O. Box 379, 8769 At, Ave",521
Mr.,Direct Mail,Dead,,,Celeste Pratt,JR90 9TX,Ap #547-5146 Est Street,139
Ms.,Web Site,Converted,,,Shana Scott,X94 1MS,655-2399 Auctor. Rd.,160
Ms.,Conference,Converted,,,Kamal Campos,D9 1IL,"P.O. Box 963, 802 Duis Rd.",449
Mr.,Employee,New,,,Unity Benson,V2 0OS,"118-9548 Scelerisque, Street",260
Mrs.,Word of mouth,In Process,,,Flavia Weiss,DH4Z 5KW,Ap #500-9417 Volutpat Rd.,222
Mrs.,Campaign,New,,,Norman Munoz,D8 9BW,Ap #113-7901 Vitae St.,26
Mrs.,Other,In Process,,,Kessie Mullins,G35 6XA,373-5486 Luctus. Ave,496
Ms.,Direct Mail,New,,,Xaviera Kirby,K56 6JO,"P.O. Box 611, 4740 Quis, Rd.",317
Mr.,Word of mouth,Converted,,,Gray Carson,F7D 0TI,"P.O. Box 540, 9319 At, Avenue",186
Ms.,Web Site,Dead,,,Buffy Franks,S4O 3OX,Ap #157-7721 Adipiscing. St.,64
Ms.,Other,Dead,,,Wesley Hooper,M63 5VH,176-491 Sit Av.,25
Mr.,Employee,Recycled,,,Elvis Charles,OX95 8WD,"1278 Purus, Rd.",119
Mrs.,Cold Call,In Process,,,Mollie Arnold,VZ38 9ZO,242 Aliquet Av.,519
Ms.,Other,Recycled,,,Violet Richardson,KO4W 0UP,885-5808 Neque Av.,309
Ms.,Email,New,,,Armand Hopper,QF3 6EP,695 Nunc Rd.,44
Mr.,Other,In Process,,,Clementine Cain,IZ8N 6MN,Ap #427-648 Senectus St.,86
Mrs.,Partner,Dead,,,Aristotle Perry,SP22 6LS,130-230 Quisque Street,255
Ms.,Public Relations,In Process,,,Thomas Stone,KA9A 7HP,Ap #353-7387 Hendrerit Rd.,276
Mrs.,Campaign,Recycled,,,Kimberly Williamson,WH6U 0DX,Ap #722-4609 Vitae Avenue,246
Ms.,Direct Mail,New,,,Bert Fox,O49 0CM,143-1379 Bibendum Rd.,205
Mr.,Web Site,New,,,Marcia Santana,UC8U 1CM,177-5638 Nulla. Rd.,92
Mrs.,Existing Customer,Recycled,,,Steven Macdonald,K2L 7IJ,"P.O. Box 876, 5698 Blandit. Av.",317
Ms.,Email,Recycled,,,Dahlia Stephenson,HT0H 7UB,"P.O. Box 704, 4620 Vel Rd.",155
Mrs.,Direct Mail,In Process,,,Inga Oconnor,PQ0 2FM,"P.O. Box 121, 5508 Cum Avenue",413
Mr.,Public Relations,Assigned,,,Wynne Richardson,M7 4BZ,"P.O. Box 274, 4864 Ultrices Road",510
Mrs.,Direct Mail,Assigned,,,Fitzgerald Ruiz,DO12 4LJ,579-6894 Mauris Ave,151
Mrs.,Existing Customer,Assigned,,,Kato Mcclure,NV5 1AV,Ap #656-2163 Et Street,346
Mrs.,Existing Customer,In Process,,,Alfreda Stafford,M00 5ZQ,"P.O. Box 656, 8440 Tincidunt, St.",252
Ms.,Self Generated,Converted,,,Tanisha Strickland,LC6 7RW,"P.O. Box 407, 1817 Cursus Street",80
Mrs.,Trade Show,Converted,,,Sawyer Strong,Z26 4HX,7623 Eu Road,437
Ms.,Campaign,Assigned,,,Lucius Wallace,E30 1RG,"P.O. Box 530, 2229 Vestibulum St.",140
Mrs.,Campaign,New,,,Ivy Mueller,G8D 2ZJ,179-8712 Penatibus Av.,440
Mrs.,Existing Customer,Recycled,,,Heidi Cruz,W7 5IZ,410-2273 Phasellus St.,248
Mr.,Self Generated,Assigned,,,Aidan Stein,Z5 3KT,"385-637 Lorem, Avenue",264
Mrs.,Conference,Assigned,,,Geoffrey David,Z15 4TA,8631 A Road,305
Mrs.,Other,Assigned,,,Mannix Clayton,CR5U 2TW,Ap #223-1818 Auctor. Road,73
Mr.,Word of mouth,New,,,Todd Ballard,SR6 1VJ,"Ap #976-3845 Est, St.",477
Mrs.,Partner,Converted,,,Brennan Fox,I7N 0VJ,"2753 Non, Av.",205
Mrs.,Trade Show,Recycled,,,Flynn Delaney,V9 8XO,Ap #491-5695 Quis Road,280
Ms.,Partner,New,,,Rooney Coffey,P6 7EY,Ap #111-2732 Phasellus Rd.,175
Ms.,Trade Show,In Process,,,Marcia White,GS10 2LS,"P.O. Box 266, 4580 Quis Road",161
Mrs.,Email,Converted,,,Shafira Bartlett,WL62 9ZV,Ap #173-6161 Consectetuer Rd.,273
Mrs.,Employee,Dead,,,Ross Osborne,QW5H 6HX,455-9639 Quam Avenue,46
Mr.,Self Generated,Dead,,,Bruno Alvarez,C94 9VN,"P.O. Box 994, 1412 Ut, Road",84
Mrs.,Direct Mail,Recycled,,,Jamal Olsen,L5 6QG,3166 Rutrum Rd.,40
Ms.,Conference,Converted,,,Gloria Dean,TK91 1GB,252-1088 Odio. Av.,526
Ms.,Cold Call,Converted,,,Aubrey Miranda,T4U 6AA,683-7172 Ligula. Avenue,217
Mr.,Existing Customer,Recycled,,,Kareem Blake,T5O 3VR,3834 Arcu. Rd.,77
Mr.,Web Site,In Process,,,Kitra Stafford,S5 4VL,"9989 Et, Av.",439
Mr.,Self Generated,Recycled,,,Paul Sampson,N66 0MN,"590-2342 Ut, Avenue",14
Ms.,Trade Show,Assigned,,,Lacota Kaufman,V8 0KH,"6000 Fringilla, Ave",151
Mrs.,Direct Mail,Dead,,,Walker Britt,T5U 6HX,9328 Cubilia Rd.,322
Mr.,Direct Mail,In Process,,,Cora Dunn,I6T 9UL,945 Elit. Avenue,22
Mr.,Direct Mail,In Process,,,Daquan Lyons,QM09 7HP,"P.O. Box 944, 2536 Dis Rd.",212
Ms.,Other,Recycled,,,Dillon Heath,GA0 9AS,"Ap #507-8572 Nec, Av.",254
Mrs.,Public Relations,Assigned,,,Eliana Sullivan,OV72 4LF,6867 Odio. Avenue,423
Ms.,Public Relations,Recycled,,,Kibo Fry,BF9 6BS,Ap #239-9493 Adipiscing Avenue,504
Mr.,Other,In Process,,,Garrett Knapp,GM7 1XB,"P.O. Box 503, 6982 Cursus. Road",274
Mrs.,Public Relations,In Process,,,Quon Goff,BI7G 7LV,Ap #710-6297 Suspendisse Ave,97
Mr.,Email,Dead,,,Salvador Meyer,UI75 1DF,Ap #479-3771 Quisque St.,330
Mrs.,Public Relations,Converted,,,Xavier Arnold,P7V 1GD,"P.O. Box 210, 2965 Egestas Avenue",242
Mrs.,Other,Dead,,,Bernard Ward,A3O 3LQ,"P.O. Box 877, 7202 Malesuada Road",27
Mr.,Public Relations,Recycled,,,Gavin Koch,R15 2LV,"Ap #972-2936 Sed, Rd.",425
Ms.,Other,In Process,,,Amery Miles,RF3R 4ZI,"P.O. Box 533, 5641 Ligula St.",273
Mr.,Cold Call,Dead,,,Chandler Norris,P2 7KL,Ap #886-567 Duis St.,304
Mr.,Email,Converted,,,Roth Meyers,E2 3NE,551-6323 Donec Rd.,383
Mr.,Existing Customer,Dead,,,Bevis Garrett,MD3K 8NR,554-5739 Aliquet. Rd.,198
Ms.,Cold Call,Recycled,,,Stacey Cunningham,E4U 6BY,"P.O. Box 279, 941 Feugiat Road",319
Ms.,Cold Call,Recycled,,,Finn Cantrell,U2 8ZG,"P.O. Box 294, 7614 Molestie St.",185
Mrs.,Web Site,Assigned,,,Lacy Mann,U9J 5WN,4645 Volutpat. Ave,444
Ms.,Cold Call,New,,,Meredith Torres,RU1 2EX,"P.O. Box 257, 7250 Ornare St.",251
Mrs.,Partner,Recycled,,,Selma Robertson,PA3 7ZN,1348 Non St.,401
Mr.,Direct Mail,Converted,,,Hashim Cleveland,L42 7JR,Ap #695-8761 Dictum Av.,413
Mrs.,Employee,Converted,,,Rina Larson,PZ44 2FN,760-6670 Vitae Rd.,313
Mrs.,Web Site,Converted,,,Stone Sargent,WR73 5YA,"P.O. Box 742, 4618 Id, Rd.",464
Mrs.,Public Relations,New,,,Raja Whitaker,G26 3DB,Ap #200-6817 Lacus Street,333
Ms.,Cold Call,Recycled,,,Regan Blanchard,M2M 6BD,"P.O. Box 840, 8238 Nibh St.",114
Mr.,Word of mouth,New,,,Quamar Floyd,V6N 5FP,"Ap #279-5063 Aliquam, Street",22
Mrs.,Campaign,In Process,,,Aidan Hamilton,Q1 3OG,Ap #812-8323 Arcu. Av.,18
Ms.,Word of mouth,Dead,,,Jada Ferrell,T7 5CS,7745 Elit. St.,404
Mr.,Trade Show,In Process,,,Nell Palmer,R3F 4TV,"P.O. Box 809, 417 Primis St.",174
Mrs.,Cold Call,New,,,Kuame Blair,YP4H 2RG,6419 Orci Avenue,480
Mr.,Public Relations,Dead,,,Carissa Sellers,YV61 5IQ,"P.O. Box 153, 1717 Id St.",99
Mrs.,Conference,Assigned,,,Dahlia Sellers,JV5C 0CR,406-708 Aliquet Ave,382
Ms.,Self Generated,Assigned,,,Wynter Cooper,X62 8MT,Ap #829-8821 Nec Avenue,349
Ms.,Existing Customer,Dead,,,Kay Patrick,D5 7QY,"P.O. Box 447, 3574 Non, Street",181
Ms.,Self Generated,Dead,,,Quon Campbell,BG4 1NA,8030 Fermentum Rd.,95
Mrs.,Existing Customer,Dead,,,Jolene Hobbs,GA21 9HG,396-2447 Magna. Rd.,274
Ms.,Direct Mail,Assigned,,,Donovan Whitley,N9P 0XD,Ap #987-3387 Sit Avenue,57
Mr.,Campaign,In Process,,,Brent Valencia,JD3X 4BJ,6484 Dictum Rd.,243
Mrs.,Cold Call,New,,,Colorado Clemons,XW6 9CU,7416 Vivamus Avenue,99
Ms.,Public Relations,Converted,,,Blair Hill,MI48 3GS,"P.O. Box 438, 5521 Egestas Street",460
Mr.,Direct Mail,Converted,,,Teagan Miles,L6Q 9XV,8671 Hendrerit Av.,509
Mr.,Campaign,Assigned,,,Unity Bridges,K6D 1GD,7933 Eu Street,215
Ms.,Email,Dead,,,Hadassah Avery,FO8B 9XW,"P.O. Box 547, 9885 Duis Av.",468
Mr.,Existing Customer,Recycled,,,Maisie Vasquez,V2D 2YL,"P.O. Box 462, 4880 Facilisis St.",186
Mrs.,Employee,Dead,,,Isabelle Houston,MP1F 6AN,409-1071 Nibh St.,84
Mr.,Web Site,Converted,,,Kevin Bond,NS06 3IE,Ap #318-1821 Consectetuer Rd.,233
Ms.,Direct Mail,New,,,Wade Cantrell,HM5W 7MJ,920-6399 Ante St.,112
Mr.,Other,New,,,Knox Knox,I0P 7ZO,Ap #536-9839 Cras Rd.,30
Mr.,Word of mouth,Converted,,,Aidan Winters,VX9H 5QP,6260 Lorem Rd.,436
Ms.,Web Site,New,,,Darius Velez,C55 9MV,7061 Integer Av.,435
Mr.,Other,Recycled,,,Jacqueline Strickland,B5F 1XL,413-905 Ullamcorper Av.,382
Ms.,Partner,Recycled,,,Lacy Hubbard,OZ7 6GA,"P.O. Box 487, 3882 Mi Ave",77
Ms.,Other,In Process,,,Candace Leach,VK39 7PV,"Ap #572-4469 A, St.",85
Mrs.,Trade Show,In Process,,,Ora Sloan,D1V 8LM,Ap #693-2030 Ornare St.,69
Ms.,Word of mouth,Converted,,,Clare Horn,BS3N 1IJ,Ap #998-6801 Congue Road,507
Ms.,Email,Converted,,,Yetta Holcomb,D0 2ZG,"P.O. Box 484, 1234 Scelerisque, Rd.",20
Mrs.,Existing Customer,In Process,,,Aphrodite Tate,B3I 3IY,509-4390 Luctus Rd.,44
Mr.,Employee,In Process,,,Stuart Tyler,AM91 6NV,"P.O. Box 112, 156 Imperdiet, Rd.",523
Mrs.,Trade Show,New,,,Hiram Curtis,EL31 0LM,"P.O. Box 961, 8959 Donec Street",223
Mrs.,Other,Assigned,,,Lucian Manning,MI0 6UA,7968 Fringilla Road,455
Mr.,Trade Show,New,,,Alfreda Rocha,RK41 6RZ,Ap #361-8664 Curae St.,59
Mr.,Public Relations,Recycled,,,John Cameron,Q3E 7BI,4625 Dui Rd.,181
Mr.,Trade Show,Dead,,,Belle Craft,P8 2YC,6093 Metus. Ave,125
Ms.,Existing Customer,Dead,,,Ursula Pickett,IA4 1ZG,573-8687 Tempus Av.,310
Ms.,Trade Show,Assigned,,,Griffith Gross,P3 2GD,564-6638 Risus. Ave,78
Ms.,Trade Show,Dead,,,Helen Padilla,I9C 2FR,"P.O. Box 934, 8315 Velit Ave",195
Mrs.,Self Generated,Assigned,,,Nathan Curry,UU4J 7FO,7410 Egestas. Rd.,212
Mr.,Partner,Assigned,,,Quamar Pratt,A0K 7HI,140-7671 Risus. Street,472
Mrs.,Word of mouth,In Process,,,Kirby Sosa,W13 6XJ,9059 Ligula. Ave,129
Mrs.,Conference,Assigned,,,Upton Maynard,C9Q 3CZ,Ap #578-696 Non St.,371
Mr.,Existing Customer,New,,,Yasir Good,O7 8XX,"Ap #975-4213 Purus, Rd.",284
Mrs.,Cold Call,Converted,,,Karly Rosario,Z5 9BN,"Ap #817-1776 Tempor, Ave",39
Mrs.,Campaign,New,,,Uriel Thornton,Z86 0QC,414-5689 Commodo Street,330
Ms.,Web Site,Recycled,,,Mikayla Mendez,WP41 7QF,Ap #605-6994 Ut Rd.,411
Mrs.,Conference,In Process,,,Hunter Caldwell,GK4 4WE,971-2463 Duis Rd.,457
Mr.,Public Relations,In Process,,,Leah Smith,I7E 2WR,947-6218 Ligula St.,231
Ms.,Conference,In Process,,,Leila Mccoy,DD8 8AT,697-7605 Enim. Av.,403
Ms.,Public Relations,New,,,Anastasia Walter,ET30 0CL,482-6089 Augue St.,117
Ms.,Word of mouth,In Process,,,Odysseus Albert,I6 3FB,2028 Mauris Ave,171
Mr.,Email,In Process,,,Mollie Norman,D8J 0IM,"P.O. Box 909, 9499 Porttitor Road",162
Ms.,Campaign,Converted,,,Beatrice Sloan,H1E 4VJ,"P.O. Box 799, 744 Nisi Road",212
Mr.,Word of mouth,Assigned,,,Kenneth Salinas,N06 1VY,"P.O. Box 478, 360 Et, St.",186
Ms.,Campaign,In Process,,,Carly Mccarthy,WA2 9RX,4233 Consectetuer Rd.,22
Mr.,Conference,Converted,,,Elijah Gilliam,I57 2TH,384-3968 Sit Ave,47
Mr.,Cold Call,Converted,,,Emmanuel Camacho,J5 2GF,Ap #949-8433 Nec Rd.,305
Mr.,Trade Show,Converted,,,Amity Bartlett,K15 3RQ,"P.O. Box 328, 6861 Velit St.",138
Mr.,Cold Call,Dead,,,Andrew Oconnor,KW12 6KZ,9628 Orci St.,435
Mrs.,Conference,In Process,,,Richard Wells,YU5H 5OJ,Ap #424-6453 Aliquet Avenue,496
Ms.,Employee,Assigned,,,Marcia Riddle,B57 2DI,4696 Diam. Avenue,11
Ms.,Cold Call,Recycled,,,Kareem Dickson,CN0 7BA,Ap #542-9425 Nunc Avenue,343
Ms.,Employee,Converted,,,Galvin Abbott,Q90 0CD,"P.O. Box 305, 9524 Consequat Avenue",278
Mrs.,Conference,Assigned,,,Aileen Gilliam,RM9 9HA,159-7448 Ipsum Road,142
Ms.,Employee,Dead,,,Davis Mccoy,S2G 4PS,165-7532 Posuere St.,226
Mrs.,Employee,Dead,,,Wang Merrill,P91 6LT,7812 Egestas Avenue,473
Mr.,Self Generated,Converted,,,Igor Burgess,B7 8KX,"P.O. Box 667, 8446 Molestie Street",291
Ms.,Email,Recycled,,,Brock Dodson,UJ1E 1FH,"P.O. Box 192, 550 Quam Road",279
Mrs.,Partner,New,,,Calvin Navarro,C0 3QM,Ap #250-6355 Inceptos Avenue,144
Ms.,Campaign,In Process,,,Garrison Aguirre,X4H 4KX,"P.O. Box 870, 7674 Cursus Avenue",488
Mrs.,Word of mouth,Assigned,,,Iona Beach,M6J 5KV,290-4633 Ipsum St.,481
Ms.,Existing Customer,Dead,,,Keelie Riggs,Z88 5AU,2310 Faucibus Ave,100
Mr.,Web Site,New,,,Axel Padilla,IE54 1UN,196-6799 Ipsum Rd.,447
Mrs.,Email,In Process,,,Addison Woods,CK0L 0ZD,Ap #267-5146 Turpis Rd.,183
Mr.,Existing Customer,Dead,,,Thor Carter,G34 9RS,"P.O. Box 994, 5428 Sed Street",171
Mrs.,Conference,Assigned,,,Karyn Walters,R0C 1XE,898-1176 Luctus Av.,253
Mr.,Email,Recycled,,,Vera Wells,W99 7MG,926-2427 Pulvinar Av.,132
Mrs.,Word of mouth,Dead,,,Anthony Brock,O81 5WN,"P.O. Box 488, 7132 Dolor. Rd.",210
Mr.,Cold Call,Converted,,,Lani Robertson,H1 6LO,"P.O. Box 873, 2793 Consectetuer Av.",82
Mrs.,Partner,New,,,Rachel Cox,JJ01 4LB,"P.O. Box 691, 4229 Facilisis Avenue",375
Mrs.,Cold Call,New,,,Emery Jordan,I3 3NP,Ap #395-3671 Sed St.,109
Mr.,Partner,Converted,,,Dante Sykes,VL1V 7VI,"P.O. Box 853, 4609 Ut Rd.",36
Mrs.,Cold Call,Assigned,,,Steel Hurst,V37 8TP,"P.O. Box 289, 8270 Luctus Rd.",136
Mr.,Conference,Recycled,,,Hop Morales,PJ44 3CO,Ap #191-3508 Vitae St.,428
Mrs.,Other,Assigned,,,Laurel Ratliff,D1J 4IH,5317 Commodo Street,87
Ms.,Other,Dead,,,Ali Quinn,HR1E 7KS,Ap #117-221 Etiam Road,262
Mrs.,Email,In Process,,,Alvin Michael,J3U 9LD,"P.O. Box 914, 8249 A Rd.",335
Ms.,Partner,In Process,,,Lael Dalton,D01 5JS,9200 Dolor St.,375
Mr.,Self Generated,Assigned,,,Hakeem Mendoza,CQ3 7BP,Ap #920-7809 Feugiat. Avenue,193
Ms.,Public Relations,Dead,,,Sonya Simmons,H8 6JK,7512 Leo. Street,425
Mrs.,Word of mouth,New,,,Hayfa Phillips,C1 0JU,"P.O. Box 717, 9371 Quis St.",319
Mrs.,Employee,In Process,,,Lael Dotson,MX06 7IG,312-4072 Nunc Av.,312
Mrs.,Direct Mail,Converted,,,Nadine Gould,JV9 6MD,706-1617 Amet Rd.,52
