LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Public Relations,New,,,Zane Mcknight,FM0 3TY,6070 Bibendum St.,489
Ms.,Direct Mail,In Process,,,Haley Golden,WM9N 1VX,3120 Elementum Avenue,16
Mrs.,Existing Customer,Assigned,,,Emerald Poole,KE9 6ON,"757-3195 Convallis, Avenue",77
Mrs.,Conference,New,,,Calvin Zimmerman,E02 3FU,7759 Accumsan Avenue,298
Ms.,Web Site,Assigned,,,Lesley Ruiz,BM8 5RX,"P.O. Box 951, 1727 Morbi Ave",3
Mr.,Word of mouth,Converted,,,Kaitlin Pierce,CT3E 3QW,8993 Faucibus St.,420
Mr.,Public Relations,New,,,Justina Alford,I9S 5DQ,9780 Ipsum. Street,405
Mrs.,Conference,Assigned,,,Clare Compton,N45 4UQ,"P.O. Box 192, 6868 Non, Ave",172
Ms.,Word of mouth,Assigned,,,Savannah Castro,NH35 7XU,Ap #826-8169 Neque. Street,53
Mrs.,Campaign,Converted,,,Indigo Bender,J13 6AD,"347-8523 A, St.",15
Ms.,Public Relations,Converted,,,Mikayla Noel,D7 1UA,862-5965 In Rd.,313
Mrs.,Word of mouth,Converted,,,Irma Holmes,X2S 2TQ,"P.O. Box 378, 2663 Massa. Street",321
Ms.,Email,Dead,,,Brynn Grimes,R2O 0XM,7412 Lorem Av.,350
Ms.,Public Relations,Converted,,,Maya Reynolds,Q9T 2XE,"P.O. Box 220, 2265 Erat Ave",106
Ms.,Campaign,In Process,,,Lawrence Whitfield,E2M 6ZY,717-5878 Duis Avenue,52
Ms.,Conference,Recycled,,,Vielka Palmer,DN8 9NT,"9694 Ac, Street",101
Mrs.,Other,In Process,,,Bertha Merritt,FY5Q 0KV,3331 At Avenue,325
Ms.,Public Relations,Converted,,,Alfonso Kelley,F0A 4VP,8895 Lacinia St.,211
Mr.,Other,Dead,,,Ella Tucker,ID4A 9VS,631 Euismod Street,305
Mrs.,Employee,Recycled,,,Price Jennings,XD3 3XO,9691 Integer Av.,54
Ms.,Cold Call,Converted,,,Brenden Huffman,HY04 9OW,817-2006 Feugiat Ave,2
Ms.,Direct Mail,Converted,,,Lenore Hill,I40 0OD,721-4006 Arcu Road,89
Ms.,Word of mouth,Converted,,,Aiko Horton,O72 9UV,Ap #326-7445 Consectetuer Rd.,322
Mrs.,Cold Call,In Process,,,Igor Prince,EG9D 4VF,928-9677 Velit Av.,280
Mrs.,Conference,Converted,,,Wynne Wall,OT7 0JB,9350 Vel Ave,305
Mr.,Self Generated,Dead,,,Stephen Chaney,Y36 2ZE,Ap #856-4549 Maecenas Road,145
Mrs.,Conference,Converted,,,Tate Lindsey,IO35 3LT,410 Ut Rd.,35
Mr.,Direct Mail,Assigned,,,Stephen Lancaster,L3 0LV,Ap #115-3236 Conubia Road,37
Ms.,Web Site,New,,,Emmanuel House,WY65 0KB,"528-2450 Vulputate, Avenue",127
Ms.,Conference,Dead,,,Jarrod Barr,Q8 0AZ,"4627 Ut, Rd.",518
Ms.,Employee,Converted,,,Oliver Lyons,C2 2KX,9990 Eget Street,481
Mrs.,Direct Mail,Converted,,,Nash Griffin,XR2N 1BU,6077 Magnis Street,411
Ms.,Word of mouth,Converted,,,Vladimir Atkins,HE25 7QN,4256 Mauris Road,76
Mr.,Self Generated,Dead,,,Darryl Adams,CO5Y 5DS,"P.O. Box 216, 7698 Ipsum Ave",186
Mrs.,Email,New,,,Inez Madden,X1K 3AW,800-6900 Facilisis. Street,395
Mr.,Trade Show,In Process,,,Caldwell Gaines,OP0 6QS,"Ap #738-1681 Elementum, St.",332
Mrs.,Web Site,Converted,,,Idola Henry,S59 3RW,779-4537 Hendrerit St.,49
Mrs.,Word of mouth,Converted,,,Channing Wall,NM5 2IJ,"P.O. Box 637, 2238 Dolor. St.",138
Mrs.,Public Relations,New,,,Ann Winters,ZT9X 3FZ,Ap #334-7159 Mauris St.,91
Mr.,Web Site,Converted,,,Gwendolyn Romero,I95 6IK,"P.O. Box 783, 1530 Cras St.",33
Mr.,Trade Show,Dead,,,Shelley Landry,SH23 8XZ,Ap #876-1642 Quisque St.,291
Mrs.,Other,Recycled,,,Ruth Henry,N9 2MR,Ap #831-547 Nunc Rd.,475
Mrs.,Direct Mail,Assigned,,,Sydney Puckett,HQ3 6WZ,Ap #859-2607 Sem St.,118
Ms.,Existing Customer,Converted,,,Gemma Sandoval,LI69 7AX,"P.O. Box 603, 5808 Sociis Rd.",396
Mr.,Word of mouth,Converted,,,Brielle Jones,UG4 1EF,Ap #952-6397 Mattis. St.,47
Ms.,Public Relations,Recycled,,,Freya Wilkerson,NS6W 1PK,"P.O. Box 463, 5731 Odio. Rd.",213
Ms.,Conference,Recycled,,,Desirae Gates,MD2 2VN,103-9562 Morbi Ave,199
Mr.,Word of mouth,Dead,,,Camden Pacheco,PC2K 4PB,"651 Aliquam, St.",182
Mrs.,Campaign,Converted,,,Roary Kirk,DF4D 8MN,"P.O. Box 266, 6693 Aliquet, Street",113
Mrs.,Conference,Dead,,,Grady Andrews,VH1Z 0WU,"703-1123 Ullamcorper, Ave",249
Mrs.,Campaign,Converted,,,Lael Stafford,ZX1Z 0JG,"P.O. Box 707, 6589 Velit Street",301
Mr.,Cold Call,Converted,,,Kelsie Garrison,L4F 7AR,"P.O. Box 105, 9708 Auctor. Ave",382
Ms.,Conference,Converted,,,Kirby Anthony,B05 6SU,"P.O. Box 782, 1087 Risus. Road",75
Ms.,Public Relations,Dead,,,Lois Slater,LR9 3EF,"P.O. Box 537, 2347 Eget Rd.",54
Ms.,Trade Show,Converted,,,Jason Carrillo,EX80 5AV,"P.O. Box 608, 4487 Lectus St.",414
Ms.,Email,Dead,,,Norman Mosley,P5 7OI,"P.O. Box 243, 6481 Rutrum Rd.",225
Mrs.,Public Relations,Converted,,,Orlando Mcclure,FZ61 6OB,Ap #735-3381 Consectetuer Rd.,330
Mr.,Self Generated,Converted,,,Quon Townsend,N1H 2UD,Ap #788-2242 Odio. Rd.,141
Mr.,Public Relations,Dead,,,Julie Oneal,EF93 1NX,"784-1610 Lorem, St.",27
Ms.,Employee,In Process,,,Dillon Price,Q66 4OF,602-3391 Placerat Road,292
Mrs.,Word of mouth,Assigned,,,Luke Chavez,S78 0IB,Ap #330-5434 Vivamus Road,185
Ms.,Conference,Converted,,,Basil Davidson,QS60 4FN,Ap #161-5254 Bibendum Ave,416
Ms.,Word of mouth,Recycled,,,Lesley Arnold,WY11 3MP,392-2199 Odio. Av.,373
Ms.,Employee,Converted,,,Darryl Avery,CR98 6YO,Ap #669-2740 Pede. St.,129
Mrs.,Partner,Assigned,,,Christian Farrell,ZL0 0FM,Ap #264-2551 Vestibulum St.,456
Ms.,Email,Converted,,,Simon Spears,NY2T 4MW,192-931 Dolor Street,446
Ms.,Web Site,Converted,,,Price Rush,YR9 3PR,"P.O. Box 787, 4657 Dictum. Rd.",280
Mrs.,Campaign,In Process,,,Avye Moore,WE05 5NT,"8964 A, Av.",232
Ms.,Self Generated,Converted,,,Shaeleigh Horne,U93 4ZF,Ap #443-1311 Ac Rd.,235
Mrs.,Public Relations,Converted,,,Whitney Evans,F6G 2GV,1653 Sed St.,434
Mr.,Word of mouth,Converted,,,Athena Nguyen,F6 5RG,Ap #251-7485 Vitae Av.,170
Mrs.,Public Relations,In Process,,,Wyoming Wilkins,U28 1LO,701-9261 A Rd.,57
Ms.,Campaign,In Process,,,Fitzgerald Keller,Z8 0EA,"P.O. Box 692, 5208 Nullam Ave",252
Mr.,Other,Converted,,,Chadwick Medina,FX1W 0LU,"P.O. Box 172, 461 Erat, Rd.",152
Mr.,Word of mouth,In Process,,,Lynn Jennings,BJ0 5JS,"P.O. Box 830, 7844 Pretium Road",323
Mrs.,Web Site,Converted,,,Paula Johns,X10 2XB,799-3902 Lectus. Avenue,276
Ms.,Word of mouth,Dead,,,Patrick Harding,X8O 6NT,"P.O. Box 679, 4214 Fusce Road",59
Mrs.,Self Generated,Converted,,,Amir Hobbs,E90 0AX,"P.O. Box 300, 8677 Congue. Rd.",115
Mrs.,Other,Converted,,,Cherokee Cole,N7 3KG,Ap #351-6505 Commodo Street,237
Mrs.,Existing Customer,Dead,,,September Hoffman,A29 8CI,"P.O. Box 478, 160 Sapien. St.",6
Ms.,Self Generated,Converted,,,Ferris Brock,MF0 9BG,218 Magna Rd.,355
Ms.,Other,Converted,,,Hayfa Franks,Q5A 9HP,8527 Odio. Rd.,1
Mr.,Employee,Converted,,,Dorian Stark,D8H 9BS,Ap #690-2783 Cras Rd.,201
Ms.,Word of mouth,New,,,Shaine Vazquez,D06 2XK,335-1373 Egestas. St.,344
Ms.,Self Generated,Converted,,,Dora Cooper,I62 3OI,246-6658 Libero. Rd.,460
Mrs.,Self Generated,Converted,,,Britanney Forbes,K26 8QP,Ap #636-8260 Erat St.,63
Mrs.,Campaign,In Process,,,Shaine Leonard,K8O 0JP,Ap #710-2534 Curabitur Street,514
Mr.,Conference,Converted,,,Beverly Fox,UC33 4IZ,314-337 Sed Avenue,158
Mrs.,Other,Converted,,,Ashely Sanford,ED9A 2IU,8550 Suspendisse Rd.,306
Mr.,Direct Mail,Converted,,,Simon Bentley,H6 5IG,"P.O. Box 598, 6391 Eu Rd.",191
Mrs.,Employee,Converted,,,Keegan Leach,K77 6PX,176-300 Ipsum St.,420
Ms.,Email,In Process,,,Leandra Oneil,BQ32 6WO,Ap #176-6007 Posuere St.,124
Ms.,Employee,Converted,,,Caldwell Nichols,T18 2ZB,8328 Nam St.,412
Mr.,Cold Call,In Process,,,Tyrone Hendrix,X4I 7MY,"P.O. Box 629, 4615 Et Rd.",494
Ms.,Campaign,In Process,,,Hector Kirk,M1 9WS,8977 Dolor Ave,47
Ms.,Web Site,Converted,,,Todd Meadows,L0Z 8JE,"P.O. Box 718, 2340 Orci. Ave",47
Mrs.,Public Relations,Converted,,,Melissa Johnson,OD3T 0VV,Ap #654-7900 Aliquet Avenue,114
Mr.,Web Site,Converted,,,Samantha Howell,TQ8 6CI,Ap #493-7410 Fusce Ave,411
Mrs.,Trade Show,New,,,Eden Russell,T4 1OR,Ap #840-5157 Ut Rd.,166
Mrs.,Campaign,Dead,,,Omar Summers,H7D 0VC,1449 Diam Rd.,452
Mr.,Trade Show,In Process,,,Paul Jacobson,S4 1NI,"P.O. Box 622, 5071 Non Rd.",169
Mrs.,Campaign,Dead,,,Rana Crawford,G5 9VK,151-2818 Cursus Rd.,245
Mrs.,Email,Dead,,,Randall Lamb,X8U 7GD,928-1536 Purus. Rd.,366
Mr.,Conference,Converted,,,Jesse Hurst,P9 3ZJ,"P.O. Box 280, 2612 Donec Ave",448
Mr.,Direct Mail,Converted,,,Philip Gates,PX6 1FZ,398-4714 In Av.,137
Ms.,Web Site,In Process,,,Candace Espinoza,UW17 1EM,"P.O. Box 157, 5723 Tellus Road",37
Mr.,Cold Call,New,,,Kieran Conley,M0S 9YJ,157-3218 Pellentesque Ave,363
Mr.,Other,In Process,,,September Avila,PC0 3TJ,910 Mi. Rd.,273
Ms.,Direct Mail,New,,,Irma Reyes,PW84 3ZR,Ap #942-3650 Cursus Avenue,92
Ms.,Campaign,Converted,,,Willa Briggs,B31 9OH,"P.O. Box 177, 5792 Eu Ave",65
Mr.,Conference,Assigned,,,Owen Leonard,Z3A 3JO,2758 Enim. Ave,398
Ms.,Conference,Dead,,,Emery Mccullough,W46 8ZE,4774 Commodo Av.,303
Ms.,Email,Converted,,,Conan Mcclain,S68 7XK,"P.O. Box 649, 3055 Aliquet Road",297
Mrs.,Other,New,,,Colin Bush,PJ6V 5AD,"Ap #180-5069 Vulputate, Ave",260
Mrs.,Partner,Assigned,,,Simon Kinney,U99 3YI,"P.O. Box 514, 5818 Cras Street",299
Mr.,Email,Converted,,,Brody Paul,SK2 6MW,"Ap #557-3531 Ac, St.",378
Ms.,Trade Show,Converted,,,Zachary Taylor,HK43 5MG,"P.O. Box 690, 7078 Risus. St.",264
Mrs.,Trade Show,In Process,,,Azalia Gregory,VK73 7CC,1609 In Avenue,292
Mrs.,Word of mouth,Converted,,,Kieran Mathis,OA97 4RU,"P.O. Box 403, 3326 Nunc Avenue",408
Mr.,Partner,Dead,,,Joseph Humphrey,LS5Q 1PL,785-5174 Tortor Rd.,251
Mrs.,Trade Show,Converted,,,Tallulah Clay,ET63 4DV,"P.O. Box 389, 4383 Et Rd.",523
Ms.,Direct Mail,Converted,,,Graham Puckett,YR9 3LZ,5802 Rhoncus. Rd.,366
Mr.,Direct Mail,Converted,,,Kai Watkins,YQ2C 4DS,"P.O. Box 411, 2359 Lectus Street",301
Mrs.,Word of mouth,Recycled,,,Kylan Moon,H0 7MI,256-7969 Ornare. Avenue,338
Mr.,Trade Show,Assigned,,,Jenna Abbott,BD24 4QH,175-250 Eget Rd.,332
Mrs.,Word of mouth,Converted,,,Ulysses Merritt,T91 7EW,Ap #592-2968 Arcu Rd.,267
Mr.,Word of mouth,Recycled,,,Ivory Hammond,I93 4WN,"Ap #829-2856 At, St.",29
Mrs.,Conference,Recycled,,,Tad Meadows,SL67 4CN,7422 Ornare Av.,446
Mr.,Direct Mail,Converted,,,Axel Hess,N9 5TX,9307 Felis Rd.,265
Mrs.,Campaign,Recycled,,,Shana Hammond,FI2D 7ZA,326-2944 Libero Road,161
Mr.,Web Site,Dead,,,Virginia Hodge,XZ8U 9HC,"835-2060 Ornare, Rd.",294
Ms.,Web Site,Dead,,,Micah Joyner,AP15 8JD,"Ap #681-4236 Posuere, Av.",334
Ms.,Existing Customer,Dead,,,Madeline Freeman,YG9B 4IP,7050 Pellentesque Avenue,16
Mrs.,Web Site,Converted,,,Cassandra Lester,IZ5H 3PU,Ap #707-9095 Blandit Av.,64
Mrs.,Direct Mail,New,,,Wallace Strong,Z2 2EJ,Ap #489-1367 A Rd.,276
Mr.,Campaign,Recycled,,,Rooney Mccullough,XT08 9UU,Ap #292-3830 Pretium Rd.,233
Mrs.,Campaign,Converted,,,Colton Clements,UF6X 4EW,158-4953 Lorem Street,385
Mr.,Web Site,Dead,,,Scott Farmer,ZR50 9DE,3654 Vitae Avenue,248
Mr.,Direct Mail,Converted,,,Amy Floyd,DV7O 5SS,"P.O. Box 420, 7008 Turpis Rd.",146
Mrs.,Trade Show,Recycled,,,Jessamine Mcconnell,WA6 5UI,"8977 Non, St.",8
Mrs.,Word of mouth,Recycled,,,Roth Scott,YY69 0UW,477-2163 Iaculis Rd.,232
Ms.,Existing Customer,Recycled,,,Angelica Tucker,R5I 7VM,"P.O. Box 485, 1435 Augue, Ave",431
Ms.,Web Site,Converted,,,Calista Lyons,FN1 0HX,Ap #755-1208 Proin Road,345
Mrs.,Self Generated,Recycled,,,Madeson Mcfarland,RR0 3WN,Ap #690-4156 Libero St.,207
Mrs.,Campaign,Converted,,,Peter Manning,J3A 7WV,700-7000 Phasellus Av.,92
Ms.,Other,Converted,,,Chantale Allen,WE2 2IA,"983 Purus, Avenue",519
Mr.,Public Relations,Converted,,,Jena James,X61 9PF,2178 Donec Street,477
Mr.,Web Site,Converted,,,Allegra York,P1W 3PK,"P.O. Box 288, 4038 Mi Street",465
Mrs.,Existing Customer,Assigned,,,Whitney Shepherd,A2 3TT,"P.O. Box 492, 1701 Tristique St.",110
Mr.,Direct Mail,Converted,,,Maggy Pate,Y47 3AV,179-3717 Dictum St.,43
Mr.,Trade Show,Assigned,,,Harding Brady,W34 1VK,506-2766 Curabitur Av.,489
Ms.,Web Site,New,,,Basil Tillman,DG5 6BQ,644-1132 A Av.,457
Mrs.,Public Relations,Converted,,,Allegra Bond,M4 8CS,"P.O. Box 852, 6248 Phasellus Avenue",343
Ms.,Public Relations,In Process,,,India Weber,IN86 9ZU,"P.O. Box 971, 5582 Ultrices St.",317
Mr.,Self Generated,Converted,,,Brenden Stewart,H0 8VS,1233 Mauris Av.,83
Mr.,Conference,Dead,,,Leonard Sharpe,N2X 5UP,"P.O. Box 798, 2044 Nec, St.",454
Ms.,Existing Customer,Converted,,,Adrian Bender,ID7 3BR,Ap #605-1482 Tellus. Street,455
Ms.,Web Site,Converted,,,Nasim David,FP33 3XE,351-265 Mi Av.,144
Mrs.,Email,Converted,,,Nathaniel Chang,WF6J 8FF,"740-6145 A, St.",217
Mr.,Trade Show,In Process,,,Lois Wells,KW4 7PE,523 Ut Rd.,105
Ms.,Existing Customer,Converted,,,Kylan Carey,HN46 8IO,998-7006 Diam. Rd.,497
Mr.,Employee,New,,,Jared Mcguire,K45 4YF,Ap #546-6220 Risus. Rd.,401
Ms.,Word of mouth,Converted,,,Herrod Long,Y0 3CA,445-4150 Interdum Rd.,134
Ms.,Email,Converted,,,Evan Golden,KT76 1HB,Ap #918-6003 Netus Ave,42
Mrs.,Public Relations,Recycled,,,Griffin Cochran,F72 7HF,655-5616 Velit St.,452
Mrs.,Direct Mail,Assigned,,,Dexter Leon,H2Y 2UH,7427 Luctus Rd.,97
Mrs.,Trade Show,Converted,,,Joel Hamilton,CL92 9TA,102-5279 Ipsum. Av.,291
Ms.,Word of mouth,Converted,,,Madeson Larson,GJ6 7LA,9896 Sed Rd.,133
Ms.,Word of mouth,In Process,,,Cyrus Chavez,C92 2ZT,Ap #579-1872 Proin Road,466
Ms.,Word of mouth,Converted,,,Lacy Stout,JI67 9ZY,531-3253 Libero St.,353
Ms.,Campaign,Converted,,,Macaulay Harrison,T5K 3IO,"P.O. Box 484, 8034 Bibendum. St.",498
Mrs.,Direct Mail,New,,,Colt Underwood,Q0 2GF,5044 Varius. Rd.,492
Mrs.,Conference,New,,,Zelda Mcgowan,O4 8GT,"Ap #354-7229 Enim, Av.",239
Mrs.,Cold Call,Recycled,,,Nigel Beard,HA81 8AT,Ap #927-3728 Lacus. Avenue,515
Mrs.,Direct Mail,Converted,,,Kuame Coleman,FI24 0ZN,"738-6299 Laoreet, Ave",79
Ms.,Cold Call,Converted,,,Yvonne Copeland,B8 8AT,233-2640 Eleifend Av.,275
Ms.,Existing Customer,Recycled,,,Barrett Gould,A89 8FT,178-217 Dictum Road,431
Mr.,Word of mouth,Converted,,,Hedy Sharp,K71 5DG,681-988 Ornare Road,212
Mrs.,Web Site,Converted,,,Tatum Sears,QI8K 7NE,"P.O. Box 974, 4950 Ac Rd.",51
Mrs.,Trade Show,Converted,,,Jerome Avery,C9Q 4WY,4335 Curabitur Rd.,423
Mrs.,Public Relations,New,,,Phyllis Blanchard,M6 7RW,321 Ipsum St.,45
Mrs.,Campaign,Converted,,,Lacy Morgan,KU20 8XU,"233-7761 Enim, Av.",105
Ms.,Self Generated,Converted,,,Reed Shepherd,EI06 4RM,436-8183 Felis St.,376
Mrs.,Web Site,Assigned,,,Ifeoma Greer,L6B 6EX,636-8549 Facilisis Road,413
Mrs.,Email,In Process,,,Alexa Burns,P25 8KW,Ap #206-9967 At St.,424
Mr.,Word of mouth,Converted,,,Aurora Sargent,SP0 4AJ,8766 Nulla Rd.,68
Mrs.,Trade Show,New,,,Stephanie England,J8 3PR,"P.O. Box 803, 8684 Ipsum. Avenue",147
Mr.,Campaign,Assigned,,,Ina Trevino,B0 7VJ,"400-4212 Placerat, Rd.",286
Ms.,Direct Mail,Recycled,,,Nolan Nunez,SE4 8WO,985-7963 Eleifend Ave,480
Ms.,Campaign,Recycled,,,Renee Marquez,L49 1AM,Ap #308-3635 Aliquet St.,292
Mrs.,Cold Call,Dead,,,Arsenio Hebert,U1 6OS,"P.O. Box 135, 6112 Dui, Road",268
Mr.,Trade Show,Converted,,,Aline Walls,KP15 3CJ,"P.O. Box 575, 9158 Vel, Rd.",216
Mr.,Web Site,Recycled,,,Kadeem Medina,FP45 8ZK,964-331 Tellus. Ave,181
Ms.,Word of mouth,Recycled,,,Ira Frost,J5Y 9HF,"P.O. Box 355, 1107 Dignissim Av.",19
Ms.,Employee,In Process,,,Germane Hoover,G4S 6HV,"P.O. Box 745, 8549 Laoreet St.",112
Mrs.,Web Site,Recycled,,,Drew Fields,AI9A 2QX,Ap #202-4231 Libero Rd.,17
Ms.,Direct Mail,Recycled,,,Jamal Flowers,UF4U 7BV,Ap #691-4286 Urna. Street,175
Mrs.,Trade Show,Recycled,,,Darrel Mayer,H12 5MA,"P.O. Box 980, 823 Mi, Rd.",531
Mrs.,Public Relations,Converted,,,Myles Martinez,YU2 3TY,222-3600 Mauris Street,189
Ms.,Trade Show,New,,,Brendan Vang,X4 8QM,4185 Consectetuer St.,307
Ms.,Word of mouth,Recycled,,,Ashely Kemp,TZ8 0ML,921-3746 Duis St.,489
Ms.,Web Site,Recycled,,,Louis Duran,LY2E 6QI,Ap #567-9742 Phasellus Road,459
Ms.,Word of mouth,In Process,,,Lila Fletcher,BF86 4KI,"7752 Congue, Rd.",466
Mr.,Trade Show,Converted,,,Patrick Chaney,YV8 8FA,"P.O. Box 246, 3416 Convallis Av.",398
Mr.,Email,Converted,,,Uriah Klein,QK43 9GD,4715 Orci Rd.,84
Mr.,Partner,New,,,Amal Little,AW1 5XD,"P.O. Box 144, 5372 Diam. Av.",62
Mr.,Email,Assigned,,,Kelly Benton,FS5 6TG,9500 Fringilla Avenue,286
Mrs.,Conference,Recycled,,,Zelda Guy,PC96 6AS,Ap #490-9144 Varius Av.,261
Mrs.,Employee,Assigned,,,Lesley Hamilton,R6 0BW,"P.O. Box 625, 2865 Non Av.",460
Mr.,Public Relations,Converted,,,Zena Preston,K26 8KI,Ap #565-2381 Mauris Rd.,47
Mr.,Direct Mail,Converted,,,Len Russo,BD1G 9NT,417 Imperdiet Street,474
Mrs.,Direct Mail,New,,,Lana Briggs,PG1 0BW,Ap #365-3613 Proin Road,156
Mrs.,Other,Converted,,,Amal Preston,SE53 8TK,Ap #876-7507 Vestibulum Rd.,68
Mrs.,Trade Show,Converted,,,Ray Evans,P70 2YC,"P.O. Box 501, 5054 Sed St.",451
Mr.,Direct Mail,Converted,,,Shea Conrad,I1O 6WA,522-8939 Tellus Street,506
Ms.,Conference,Recycled,,,Riley Trujillo,UB55 7RS,826-4779 Posuere Avenue,497
Mrs.,Web Site,In Process,,,Belle Rush,Y49 5JQ,5905 Dictum. Ave,83
Mr.,Web Site,Converted,,,Isabella Donovan,J72 9ZD,"P.O. Box 215, 3744 Nam Avenue",133
Mrs.,Campaign,In Process,,,Veda Cameron,Q6N 4EA,"P.O. Box 517, 6137 Hendrerit Avenue",400
Mr.,Web Site,Dead,,,Murphy Ellison,ID21 9HC,"P.O. Box 230, 7632 Est, Road",344
Mrs.,Cold Call,Dead,,,Dolan Cross,J4J 4QB,"P.O. Box 875, 970 Cubilia Ave",228
Mrs.,Trade Show,Converted,,,Amanda Dudley,EY15 8TR,7585 Integer Street,42
Mr.,Web Site,Converted,,,Merrill Petty,Y1T 9BD,Ap #559-2200 Elit Avenue,169
Mrs.,Direct Mail,Converted,,,Phillip Mooney,UQ1 9CU,"P.O. Box 412, 6005 Proin St.",378
Ms.,Web Site,Converted,,,Finn Barlow,K6N 6DQ,"Ap #203-4124 A, St.",182
Mrs.,Employee,Assigned,,,Justina Pratt,P5D 7WG,Ap #196-3395 Faucibus. St.,51
Ms.,Campaign,Assigned,,,Hunter Dale,GS21 3UD,7093 Dapibus Avenue,419
Mr.,Word of mouth,Assigned,,,Ivory Sanford,NY3 6XA,"P.O. Box 488, 3121 Eleifend Rd.",227
Ms.,Trade Show,Converted,,,Sawyer Watts,M5L 7ZB,"P.O. Box 908, 9493 Duis Rd.",126
Mrs.,Trade Show,Dead,,,Zena Cervantes,GU4T 9ZN,"9425 Id, Rd.",237
Ms.,Word of mouth,Converted,,,Gloria Maxwell,UG0 9ZB,6494 Mauris Avenue,164
Mr.,Direct Mail,Converted,,,Evelyn Spence,LB28 4QT,"P.O. Box 509, 9375 Nec, Avenue",138
Ms.,Employee,Recycled,,,Kylynn Rush,L64 7KC,"P.O. Box 399, 714 Integer St.",257
Mr.,Public Relations,New,,,Bo Gilmore,Z7 9TY,Ap #156-7213 Dictum St.,240
Ms.,Cold Call,Recycled,,,Mia Nelson,E9 4GK,571 Orci Ave,409
Mrs.,Campaign,Dead,,,Nerea Wilder,GO02 4SW,936-4190 Malesuada Rd.,109
Ms.,Web Site,Converted,,,Dolan Foreman,CI7 1AD,"3240 Pede, Street",418
Mrs.,Email,New,,,Cassandra Steele,W6 4RT,"Ap #887-775 Auctor, Street",14
Mr.,Existing Customer,Recycled,,,Sigourney Becker,IB7D 1AF,"P.O. Box 549, 325 Nunc Rd.",45
Ms.,Self Generated,Converted,,,Ferris Cooley,A59 1FO,7739 Egestas Rd.,403
Mr.,Trade Show,In Process,,,Emerald Rowe,T2M 9PJ,Ap #956-1448 Vivamus Avenue,78
Ms.,Direct Mail,Converted,,,Azalia Lott,BY9 1VO,475-8881 Magna. Rd.,202
Mr.,Web Site,Recycled,,,Marcia Morrison,SK8I 8KJ,"P.O. Box 670, 3680 Aliquam Av.",252
Mrs.,Other,Recycled,,,Reece Gilliam,WB1 9BW,"P.O. Box 448, 8623 Accumsan Street",28
Ms.,Other,Converted,,,Catherine Cervantes,A3Z 7EL,733-8729 In Ave,334
Mrs.,Other,Converted,,,Imelda Stafford,L32 2TJ,"P.O. Box 106, 878 Eu Rd.",454
Mrs.,Direct Mail,Dead,,,Maxwell Ball,P58 2IG,7917 Ac Ave,521
Ms.,Email,Converted,,,Miriam House,AZ6 1ZH,Ap #743-8730 Et Av.,139
Ms.,Trade Show,Converted,,,Kimberly Ortiz,IR7 3BK,808-8081 Ipsum St.,108
Mrs.,Web Site,Converted,,,Tanner Austin,VB22 9BP,409-556 Conubia Street,340
Ms.,Campaign,Converted,,,Halee Oliver,SU4T 2GO,"Ap #529-4060 Amet, Av.",109
Ms.,Direct Mail,Converted,,,Jameson Thompson,BM8O 4CY,Ap #472-9292 Lacus. Rd.,53
Ms.,Trade Show,Assigned,,,Eaton Gentry,FZ7 0NZ,Ap #928-5548 Nisi Road,2
Mr.,Public Relations,Converted,,,Sara Jennings,U66 5BB,"P.O. Box 631, 2805 Ante. Av.",353
Ms.,Word of mouth,In Process,,,Oren Brock,MG7 7ME,131 Eu St.,523
Mr.,Trade Show,In Process,,,Brianna Oneill,Y3 0ZY,Ap #679-7283 Velit. Av.,307
Mrs.,Word of mouth,Converted,,,Grady Gentry,I2T 8MI,6503 Elit. St.,200
Mrs.,Trade Show,Assigned,,,Raya Chase,EX1Y 1XI,4195 Proin Road,27
Ms.,Public Relations,Assigned,,,Norman Decker,MG0U 8RL,Ap #268-5718 Dui St.,488
Mr.,Other,Recycled,,,Aidan Benton,D81 3WG,Ap #347-7035 Enim. Road,492
Mrs.,Self Generated,Converted,,,Nicholas Stuart,Z44 0QF,287-5383 Tellus Av.,137
Mrs.,Web Site,In Process,,,Blaze Russell,SC9 0ZM,323-327 Justo. Road,241
Ms.,Web Site,Converted,,,Julian Wall,NP14 0VS,Ap #882-8100 Rutrum Av.,485
Mr.,Other,Converted,,,Aristotle Tucker,PV11 9CP,"Ap #335-9091 Eleifend, Av.",473
Mrs.,Other,Dead,,,Nyssa Vance,A88 4BU,Ap #142-4278 In Rd.,144
Mr.,Employee,New,,,Stone Mccarty,HY54 4AF,2051 Sit Ave,321
Mr.,Existing Customer,Assigned,,,Shelly Ferrell,T13 8LA,"P.O. Box 686, 4791 Malesuada Av.",191
Mr.,Existing Customer,Converted,,,Salvador Swanson,E5 5XA,161-9239 Non Rd.,500
Mr.,Email,Converted,,,Henry Alvarez,J5J 3MD,"Ap #164-7377 Sed, St.",90
Mrs.,Public Relations,Converted,,,Maryam Kerr,LL9H 0LQ,Ap #362-1830 Conubia Rd.,518
